Name,X,Y,Z,ScaleX,ScaleY,ScaleZ,Rotation,ELEV1,ELEV2,DELEV
POINTVOL,275.0,275.0,960.9301903871815,25.0,25.0,25.0,0.0,960.9302,960.9302,0.0
POINTVOL,275.0,300.0,960.0173637950413,25.0,25.0,25.0,0.0,960.0174,960.0174,0.0
POINTVOL,275.0,325.0,956.4310966780495,25.0,25.0,25.0,0.0,956.4311,956.4311,0.0
POINTVOL,275.0,350.0,952.5910019222066,25.0,25.0,25.0,0.0,952.591,952.591,0.0
POINTVOL,300.0,0.0,961.3556511728663,25.0,25.0,25.0,0.0,961.3557,961.3557,0.0
POINTVOL,300.0,25.0,965.6761441670054,25.0,25.0,25.0,0.0,965.6761,965.6761,0.0
POINTVOL,300.0,50.0,967.3749999999931,25.0,25.0,25.0,0.0,967.375,968.9904,-1.6154
POINTVOL,300.0,75.0,967.7499999999912,25.0,25.0,25.0,0.0,967.75,968.9027,-1.1527
POINTVOL,300.0,100.0,967.6000000000132,25.0,25.0,25.0,0.0,967.6,966.3967,1.2033
POINTVOL,300.0,125.0,967.0000000000192,25.0,25.0,25.0,0.0,967.0,962.2147,4.7853
POINTVOL,300.0,150.0,959.8833333337151,25.0,25.0,25.0,0.0,959.8833,959.154,0.7293
POINTVOL,300.0,175.0,958.8827889235997,25.0,25.0,25.0,0.0,958.8828,958.8828,0.0
